INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,NEIGHBORHOOD,STREET,OCCURRED_ON_DATE,YEAR,MONTH,MONTH_YEAR,DAY_OF_WEEK,HOUR,TIME_OF_DAY,SEASON,IS_WEEKEND,Lat,Long
222039039,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,WASHINGTON ST,2022-05-29 23:36:00,2022,5,2022-05,Sunday,23,Night,Spring,1,42.31538436307494,-71.09870021376588
222039142,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-05-30 13:28:00,2022,5,2022-05,Monday,13,Afternoon,Spring,0,42.30971856767274,-71.10429431787648
222039201,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HAMILTON ST,2022-05-30 16:27:00,2022,5,2022-05,Monday,16,Afternoon,Spring,0,42.30658654910032,-71.06747888902795
222039231,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-05-30 16:28:00,2022,5,2022-05,Monday,16,Afternoon,Spring,0,42.332108429494895,-71.07014394813551
222039232,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-05-30 17:27:00,2022,5,2022-05,Monday,17,Afternoon,Spring,0,42.332108429494895,-71.07014394813551
222039218,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,GIBSON ST,2022-05-30 18:00:00,2022,5,2022-05,Monday,18,Evening,Spring,0,42.29755532959655,-71.05970910242573
222039217,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,GIBSON ST,2022-05-30 18:00:00,2022,5,2022-05,Monday,18,Evening,Spring,0,42.29755532959655,-71.05970910242573
222039313,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,"TYLER ST & KNEELAND ST
BOSTON  MA 02111
UNITED STA",2022-05-31 02:20:00,2022,5,2022-05,Tuesday,2,Late Night,Spring,0,42.35045996952013,-71.06087996704584
222039353,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-05-31 09:36:00,2022,5,2022-05,Tuesday,9,Morning,Spring,0,42.332108429494895,-71.07014394813551
222039391,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,BRADSTON ST,2022-05-31 10:55:00,2022,5,2022-05,Tuesday,10,Morning,Spring,0,42.33374642562813,-71.07020353462659
222039553,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"MASON ST & AVERY ST
BOSTON  MA 02111
UNITED STATES",2022-05-31 19:00:00,2022,5,2022-05,Tuesday,19,Evening,Spring,0,42.35325002766388,-71.06377998563856
222039543,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A15,Charlestown,VINE ST,2022-05-31 19:02:00,2022,5,2022-05,Tuesday,19,Evening,Spring,0,42.37663166813234,-71.05593195497872
222039558,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"NORTHAMPTON ST & FELLOWS ST
ROXBURY  MA 02119
UNIT",2022-05-31 19:14:00,2022,5,2022-05,Tuesday,19,Evening,Spring,0,42.33346100037299,-71.0750180294251
222039571,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,E SPRINGFIELD ST,2022-05-31 19:20:00,2022,5,2022-05,Tuesday,19,Evening,Spring,0,42.33679150042294,-71.07608909131541
222039580,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-05-31 20:15:00,2022,5,2022-05,Tuesday,20,Evening,Spring,0,42.332108429494895,-71.07014394813551
222039681,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,BENNINGTON ST,2022-06-01 00:00:00,2022,6,2022-06,Wednesday,0,Late Night,Summer,0,42.38305084341525,-71.01735360022913
222039695,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-06-01 11:15:00,2022,6,2022-06,Wednesday,11,Morning,Summer,0,42.332108429494895,-71.07014394813551
222039789,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,COMMONWEALTH AVE,2022-06-01 15:16:00,2022,6,2022-06,Wednesday,15,Afternoon,Summer,0,42.35107111020911,-71.12570165511721
222039833,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,BICKFORD ST,2022-06-01 17:31:00,2022,6,2022-06,Wednesday,17,Afternoon,Summer,0,42.32352723478779,-71.1022294582973
222039871,1832,SICK ASSIST - DRUG RELATED ILLNESS,B3,Mattapan,ERIE ST,2022-06-01 19:35:00,2022,6,2022-06,Wednesday,19,Evening,Summer,0,42.30292386079964,-71.0792379072259
222039974,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,DARTMOUTH ST,2022-06-02 08:49:00,2022,6,2022-06,Thursday,8,Morning,Summer,0,42.34762276726666,-71.0760673490331
222039978,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,SOUTHAMPTON ST,2022-06-02 08:59:00,2022,6,2022-06,Thursday,8,Morning,Summer,0,42.332108429494895,-71.07014394813551
222039995,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,"LONDON ST & DECATUR ST
EAST BOSTON  MA 02128
UNITE",2022-06-02 10:01:00,2022,6,2022-06,Thursday,10,Morning,Summer,0,42.3724229654006,-71.0398449645465
222040069,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"ANTHONY RIP VALENTI WAY & CANAL ST
BOSTON  MA 0211",2022-06-02 11:50:00,2022,6,2022-06,Thursday,11,Morning,Summer,0,42.36436000504912,-71.05988997215243
222040035,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-06-02 12:03:00,2022,6,2022-06,Thursday,12,Afternoon,Summer,0,42.332108429494895,-71.07014394813551
222040049,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,"BOSTON ST & MOUNT VERNON ST
DORCHESTER  MA 02125
U",2022-06-02 13:39:00,2022,6,2022-06,Thursday,13,Afternoon,Summer,0,42.32299596774048,-71.06067596721812
222040066,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"HANOVER ST & BLACKSTONE ST
BOSTON  MA 02109
UNITED",2022-06-02 14:25:00,2022,6,2022-06,Thursday,14,Afternoon,Summer,0,42.36203204188598,-71.05667997819693
222040108,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,"DORCHESTER AVE & BAILEY ST
DORCHESTER  MA 02124
UN",2022-06-02 16:21:00,2022,6,2022-06,Thursday,16,Afternoon,Summer,0,42.284769000259786,-71.06457598695266
222040124,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,BEACON ST,2022-06-02 16:32:00,2022,6,2022-06,Thursday,16,Afternoon,Summer,0,42.35590084030965,-71.07058043339916
222040158,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-06-02 17:01:00,2022,6,2022-06,Thursday,17,Afternoon,Summer,0,42.35512339036804,-71.06087979851635
222040144,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-06-02 17:58:00,2022,6,2022-06,Thursday,17,Afternoon,Summer,0,42.31538436307494,-71.09870021376588
222040150,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-06-02 18:43:00,2022,6,2022-06,Thursday,18,Evening,Summer,0,42.30971856767274,-71.10429431787648
222040171,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-06-02 19:15:00,2022,6,2022-06,Thursday,19,Evening,Summer,0,42.35724324185108,-71.058496716531
222040182,1832,SICK ASSIST - DRUG RELATED ILLNESS,B3,Mattapan,LIVINGSTONE ST,2022-06-02 19:56:00,2022,6,2022-06,Thursday,19,Evening,Summer,0,42.28507027863856,-71.0895640855677
222040369,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,Hyde Park,DANA AVE,2022-06-03 00:00:00,2022,6,2022-06,Friday,0,Late Night,Summer,0,42.25422187220245,-71.12491126873809
222040295,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,"SOUTHAMPTON ST & BRADSTON ST
ROXBURY  MA 02118
UNI",2022-06-03 10:45:00,2022,6,2022-06,Friday,10,Morning,Summer,0,42.3323540216573,-71.07138702581973
222040336,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,SOUTHAMPTON ST,2022-06-03 11:00:00,2022,6,2022-06,Friday,11,Morning,Summer,0,42.332108429494895,-71.07014394813551
222040338,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,E SPRINGFIELD ST,2022-06-03 12:10:00,2022,6,2022-06,Friday,12,Afternoon,Summer,0,42.33679150042294,-71.07608909131541
222040370,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"NORFOLK ST & STANTON ST
DORCHESTER  MA 02124
UNITE",2022-06-03 12:47:00,2022,6,2022-06,Friday,12,Afternoon,Summer,0,42.28547201694424,-71.08041293898623
222040341,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"ALBANY ST & MASSACHUSETTS AVE
BOSTON  MA 02118
UNI",2022-06-03 13:03:00,2022,6,2022-06,Friday,13,Afternoon,Summer,0,42.33349998017161,-71.07350999617319
222040384,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,MORTON ST,2022-06-03 14:40:00,2022,6,2022-06,Friday,14,Afternoon,Summer,0,42.28461234477978,-71.09224215460019
222040411,1832,SICK ASSIST - DRUG RELATED ILLNESS,B3,Mattapan,FULLER ST,2022-06-03 15:15:00,2022,6,2022-06,Friday,15,Afternoon,Summer,0,42.28154388244974,-71.07350542130203
222040414,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,MASSACHUSETTS AVE,2022-06-03 16:40:00,2022,6,2022-06,Friday,16,Afternoon,Summer,0,42.334307340204965,-71.07422022250675
222040443,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,DUDLEY ST,2022-06-03 17:30:00,2022,6,2022-06,Friday,17,Afternoon,Summer,0,42.32872588572028,-71.08382216968015
222040495,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST,2022-06-03 17:34:00,2022,6,2022-06,Friday,17,Afternoon,Summer,0,42.35594238717985,-71.06258333167791
222040476,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-06-03 19:24:00,2022,6,2022-06,Friday,19,Evening,Summer,0,42.28482576580488,-71.09137368938802
222040489,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-06-03 19:52:00,2022,6,2022-06,Friday,19,Evening,Summer,0,42.28482576580488,-71.09137368938802
222040555,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,"SALT LN & CREEK SQ
BOSTON  MA 02108
UNITED STATES",2022-06-04 00:37:00,2022,6,2022-06,Saturday,0,Late Night,Summer,1,42.36113000344986,-71.05646002294439
222040761,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-04 07:30:00,2022,6,2022-06,Saturday,7,Morning,Summer,1,42.34128750439044,-71.05467932649397
222040616,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,SOUTHAMPTON ST,2022-06-04 09:05:00,2022,6,2022-06,Saturday,9,Morning,Summer,1,42.332108429494895,-71.07014394813551
222040674,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,PARK DR,2022-06-04 11:47:00,2022,6,2022-06,Saturday,11,Morning,Summer,1,42.34160356554982,-71.09771750293561
222040707,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,HARRISON AVE,2022-06-04 12:00:00,2022,6,2022-06,Saturday,12,Afternoon,Summer,1,42.33954198983014,-71.06940876967543
222040786,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-06-04 19:51:00,2022,6,2022-06,Saturday,19,Evening,Summer,1,42.30971856767274,-71.10429431787648
222040870,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,COMMONWEALTH AVE,2022-06-05 03:28:00,2022,6,2022-06,Sunday,3,Late Night,Summer,1,42.348664883669045,-71.13885317888634
222040944,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,"HANOVER ST & JOHN F. FITZGERALD SURFACE RD
BOSTON ",2022-06-05 13:44:00,2022,6,2022-06,Sunday,13,Afternoon,Summer,1,42.3621539571429,-71.05647396598637
222040972,1832,SICK ASSIST - DRUG RELATED ILLNESS,B3,Mattapan,W MAIN ST,2022-06-05 15:25:00,2022,6,2022-06,Sunday,15,Afternoon,Summer,1,42.28836115232856,-71.09528334773267
222041008,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-06-05 18:00:00,2022,6,2022-06,Sunday,18,Evening,Summer,1,42.35680075172501,-71.05893024772989
222041027,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-06-05 19:17:00,2022,6,2022-06,Sunday,19,Evening,Summer,1,42.28482576580488,-71.09137368938802
222041092,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,HARRISON AVE,2022-06-05 23:06:00,2022,6,2022-06,Sunday,23,Night,Summer,1,42.329616336906845,-71.08232205800962
222041094,2102,OPERATING UNDER THE INFLUENCE (OUI) DRUGS,B3,Mattapan,"AMERICAN LEGION HWY & CANTERBURY ST
DORCHESTER  MA",2022-06-05 23:25:00,2022,6,2022-06,Sunday,23,Night,Summer,1,42.29304703706804,-71.09469694033221
222041101,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,MASSACHUSETTS AVE,2022-06-06 00:24:00,2022,6,2022-06,Monday,0,Late Night,Summer,0,42.335621261539046,-71.07582360570268
222041159,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,"BRADSTON ST & SOUTHAMPTON ST
ROXBURY  MA 02118
UNI",2022-06-06 10:15:00,2022,6,2022-06,Monday,10,Morning,Summer,0,42.3323540216573,-71.07138702581973
222041157,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,ALBANY ST,2022-06-06 11:00:00,2022,6,2022-06,Monday,11,Morning,Summer,0,42.33428840659416,-71.07239517543796
222041215,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"WASHINGTON ST & PERRY ST
SOMERVILLE  MA 02143
UNIT",2022-06-06 11:40:00,2022,6,2022-06,Monday,11,Morning,Summer,0,42.379410013439774,-71.10142996988547
222041552,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-07 07:30:00,2022,6,2022-06,Tuesday,7,Morning,Summer,0,42.34128750439044,-71.05467932649397
222041591,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,HARRISON AVE,2022-06-07 12:00:00,2022,6,2022-06,Tuesday,12,Afternoon,Summer,0,42.33954198983014,-71.06940876967543
222041528,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-06-07 13:10:00,2022,6,2022-06,Tuesday,13,Afternoon,Summer,0,42.332108429494895,-71.07014394813551
222041560,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-06-07 13:30:00,2022,6,2022-06,Tuesday,13,Afternoon,Summer,0,42.332108429494895,-71.07014394813551
222041608,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,CENTRE ST,2022-06-07 17:04:00,2022,6,2022-06,Tuesday,17,Afternoon,Summer,0,42.32291406263416,-71.10328402059667
222041655,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,PEMBERTON SQ,2022-06-07 19:45:00,2022,6,2022-06,Tuesday,19,Evening,Summer,0,42.358758584036295,-71.0611405223486
222041762,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"ALBANY ST & MASSACHUSETTS AVE
BOSTON  MA 02118
UNI",2022-06-08 09:48:00,2022,6,2022-06,Wednesday,9,Morning,Summer,0,42.33349998017161,-71.07350999617319
222041937,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,MASSACHUSETTS AVE,2022-06-08 11:05:00,2022,6,2022-06,Wednesday,11,Morning,Summer,0,42.33152148278479,-71.0708530659426
222041815,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,MASSACHUSETTS AVE,2022-06-08 12:11:00,2022,6,2022-06,Wednesday,12,Afternoon,Summer,0,42.32553800747192,-71.06579591901075
222041864,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-06-08 13:30:00,2022,6,2022-06,Wednesday,13,Afternoon,Summer,0,42.34997256219053,-71.06348816860363
222041926,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,Hyde Park,RIVER ST,2022-06-08 17:50:00,2022,6,2022-06,Wednesday,17,Afternoon,Summer,0,42.26361744517119,-71.10237386941726
222041935,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-08 19:18:00,2022,6,2022-06,Wednesday,19,Evening,Summer,0,42.34128750439044,-71.05467932649397
222041946,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,"WILTON ST & CAMBRIDGE ST
BOSTON  MA 02134
UNITED S",2022-06-08 19:22:00,2022,6,2022-06,Wednesday,19,Evening,Summer,0,42.35531001028168,-71.13325997198513
222042167,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A15,Charlestown,VINE ST,2022-06-09 00:00:00,2022,6,2022-06,Thursday,0,Late Night,Summer,0,42.37663166813234,-71.05593195497872
222042308,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,Hyde Park,HYDE PARK AVE,2022-06-09 00:00:00,2022,6,2022-06,Thursday,0,Late Night,Summer,0,42.25621592040216,-71.12401947329023
222042020,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST,2022-06-09 00:26:00,2022,6,2022-06,Thursday,0,Late Night,Summer,0,42.356585003345934,-71.06189504798772
222042094,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,COMMERCIAL ST,2022-06-09 10:14:00,2022,6,2022-06,Thursday,10,Morning,Summer,0,42.36731951591734,-71.05789055441923
222042168,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-06-09 12:00:00,2022,6,2022-06,Thursday,12,Afternoon,Summer,0,42.28482576580488,-71.09137368938802
222042175,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SOUTHAMPTON ST,2022-06-09 14:00:00,2022,6,2022-06,Thursday,14,Afternoon,Summer,0,42.332108429494895,-71.07014394813551
222042174,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,LEYDEN ST,2022-06-09 14:19:00,2022,6,2022-06,Thursday,14,Afternoon,Summer,0,42.38878406887638,-71.0051453092284
222042269,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"HARRISON AVE & MELNEA CASS BLVD
ROXBURY  MA 02119
",2022-06-09 17:58:00,2022,6,2022-06,Thursday,17,Afternoon,Summer,0,42.33210202800134,-71.07928294139043
222042276,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,KENBERMA RD,2022-06-09 18:35:00,2022,6,2022-06,Thursday,18,Evening,Summer,0,42.29574021546124,-71.07322637493333
222042354,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,SEAPORT BLVD,2022-06-10 01:02:00,2022,6,2022-06,Friday,1,Late Night,Summer,0,42.35275616772714,-71.04748127479294
222042569,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-10 07:30:00,2022,6,2022-06,Friday,7,Morning,Summer,0,42.34128750439044,-71.05467932649397
222042441,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,BENNINGTON ST,2022-06-10 10:59:00,2022,6,2022-06,Friday,10,Morning,Summer,0,42.385945896072144,-71.00902370569645
222042445,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,PEMBROKE ST,2022-06-10 11:31:00,2022,6,2022-06,Friday,11,Morning,Summer,0,42.34252788982708,-71.07678917643034
222042471,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,DUDLEY ST,2022-06-10 11:45:00,2022,6,2022-06,Friday,11,Morning,Summer,0,42.329192884758086,-71.08730232704039
222042474,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,LAKE ST,2022-06-10 12:30:00,2022,6,2022-06,Friday,12,Afternoon,Summer,0,42.34725777377202,-71.16152132103348
222042520,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"HARRISON AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",2022-06-10 15:16:00,2022,6,2022-06,Friday,15,Afternoon,Summer,0,42.33490995608384,-71.07517004893332
222042840,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,BOYLSTON ST,2022-06-11 15:20:00,2022,6,2022-06,Saturday,15,Afternoon,Summer,1,42.350378699776456,-71.07626098382806
222042896,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,GIBSON ST,2022-06-11 18:00:00,2022,6,2022-06,Saturday,18,Evening,Summer,1,42.29755532959655,-71.05970910242573
222042880,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-06-11 18:27:00,2022,6,2022-06,Saturday,18,Evening,Summer,1,42.28482576580488,-71.09137368938802
222042945,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,CITY HALL PLZ,2022-06-11 22:07:00,2022,6,2022-06,Saturday,22,Night,Summer,1,42.35972136485405,-71.05852360114129
222042974,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,MOUNT VERNON ST & HARBOR POINT BLVD,2022-06-12 00:09:00,2022,6,2022-06,Sunday,0,Late Night,Summer,1,42.31872503251579,-71.0448250334625
222043034,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,BOYLSTON ST,2022-06-12 08:05:00,2022,6,2022-06,Sunday,8,Morning,Summer,1,42.34489593697122,-71.09659185509307
222043037,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,GENEVA AVE,2022-06-12 08:27:00,2022,6,2022-06,Sunday,8,Morning,Summer,1,42.30247823235055,-71.06987296880817
222043122,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,E COTTAGE ST,2022-06-12 14:06:00,2022,6,2022-06,Sunday,14,Afternoon,Summer,1,42.3210349256418,-71.0634892632256
222043126,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,MASSACHUSETTS AVE,2022-06-12 14:46:00,2022,6,2022-06,Sunday,14,Afternoon,Summer,1,42.33152148278479,-71.0708530659426
222043177,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,HARRISON AVE,2022-06-12 16:00:00,2022,6,2022-06,Sunday,16,Afternoon,Summer,1,42.33954198983014,-71.06940876967543
222043166,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-06-12 17:50:00,2022,6,2022-06,Sunday,17,Afternoon,Summer,1,42.35272947428534,-71.06256290848422
222043259,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,COURT ST,2022-06-13 01:11:00,2022,6,2022-06,Monday,1,Late Night,Summer,0,42.35892278751083,-71.0583535444055
222043425,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-13 12:00:00,2022,6,2022-06,Monday,12,Afternoon,Summer,0,42.34128750439044,-71.05467932649397
222043445,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,LEWIS MALL,2022-06-13 15:00:00,2022,6,2022-06,Monday,15,Afternoon,Summer,0,42.36849441043628,-71.0400470481988
222043567,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,HARRISON AVE,2022-06-13 16:00:00,2022,6,2022-06,Monday,16,Afternoon,Summer,0,42.33954198983014,-71.06940876967543
222043509,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,Hyde Park,"CROSS ST & READVILLE ST
HYDE PARK  MA 02136
UNITED",2022-06-13 17:15:00,2022,6,2022-06,Monday,17,Afternoon,Summer,0,42.24044895524411,-71.13555095801634
222043516,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A15,Charlestown,STARR KING CT,2022-06-13 17:30:00,2022,6,2022-06,Monday,17,Afternoon,Summer,0,42.37809470725229,-71.05570176903532
222043527,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,HORAN WAY,2022-06-13 18:43:00,2022,6,2022-06,Monday,18,Evening,Summer,0,42.32547536354747,-71.10253481939563
222043827,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-06-14 07:30:00,2022,6,2022-06,Tuesday,7,Morning,Summer,0,42.34128750439044,-71.05467932649397
222043662,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,ROCKVILLE PARK,2022-06-14 09:50:00,2022,6,2022-06,Tuesday,9,Morning,Summer,0,42.3249687824237,-71.08238344141343
222043737,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,E COTTAGE ST,2022-06-14 14:21:00,2022,6,2022-06,Tuesday,14,Afternoon,Summer,0,42.32126854446075,-71.06697280385933
222043758,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"E COTTAGE ST & HUMPHREYS ST
DORCHESTER  MA 02125
U",2022-06-14 15:09:00,2022,6,2022-06,Tuesday,15,Afternoon,Summer,0,42.32122101406841,-71.06538396651065
